Week,  thermoscan,  is flu contagious,  strep,  walking pneumonia,  influenza symptoms,  sinus infections,  upper respiratory,  strep throat,  symptoms of bronchitis,  how long does flu last,  flu fever,  expectorant,  how long contagious,  how to get rid of the flu,  treat flu,  sinus,  reduce fever,  how to treat flu,  contagious flu,  flu or cold,  oscillococcinum,  flu symptoms,  cold and flu,  fever flu,  flu and fever,  get rid of the flu,  medicine for flu,  treatment for flu,  reduce a fever,  how long is flu contagious,  high fever,  acute bronchitis,  flu remedies,  dangerous fever,  flu incubation period,  flu treatment,  tessalon,  body temperature,  fever cough,  flu test,  robitussin,  break a fever,  the flu virus,  normal body temperature,  symptoms of pneumonia,  tussin,  how long does the flu last,  chest cold,  remedies for flu,  flu contagious,  symptoms of influenza,  i have the flu,  cough fever,  how long is the flu,  a influenza,  flu cough,  signs of flu,  do i have the flu,  tussionex,  signs of the flu,  flu incubation,  flu in children,  taking temperature,  pneumonia,  flu headache,  fever reducer,  bronchitis,  symptoms of flu,  flu and cold,  flu care,  ear thermometer,  the flu,  flu how long,  braun thermoscan,  cold vs flu,  flu children,  human temperature,  cold or flu,  influenza a,  flu vs cold,  cure flu,  normal body,  flu medicine,  how long flu,  symptoms of the flu,  low body
2004-03-20,  0,  0,  51,  0,  0,  32,  0,  38,  0,  0,  0,  0,  0,  0,  0,  55,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  43,  0,  0,  23,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  29,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  46,  0,  0,  0,  54
2004-03-27,  0,  0,  61,  0,  0,  32,  0,  47,  0,  0,  0,  0,  0,  0,  0,  55,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  23,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  44,  0,  0,  22,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  32,  0,  0,  0,  55
2004-04-03,  0,  0,  54,  0,  0,  32,  0,  50,  0,  0,  0,  0,  0,  0,  0,  49,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  23,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  40,  0,  0,  27,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  32,  0,  0,  0,  55
2004-04-10,  0,  0,  63,  38,  0,  34,  0,  58,  0,  0,  0,  0,  0,  0,  0,  58,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  43,  0,  0,  24,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  36,  0,  0,  29,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  39,  0,  0,  0,  88
2004-04-17,  0,  0,  61,  35,  0,  31,  0,  49,  0,  0,  0,  0,  0,  0,  0,  46,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  47,  0,  0,  22,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  36,  0,  0,  20,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  40,  0,  0,  0,  54
2004-04-24,  0,  0,  56,  35,  0,  31,  0,  51,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  52,  0,  0,  22,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  36,  0,  0,  27,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  41,  0,  0,  0,  54
2004-05-01,  0,  0,  57,  35,  0,  31,  0,  53,  0,  0,  0,  0,  0,  0,  0,  49,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  41,  0,  0,  23,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  34,  0,  0,  23,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  0,  54
2004-05-08,  0,  0,  54,  35,  0,  33,  0,  55,  0,  0,  0,  0,  0,  0,  0,  41,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  48,  0,  0,  24,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  33,  0,  0,  21,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  43,  0,  0,  0,  48
2004-05-15,  0,  0,  54,  35,  0,  35,  0,  45,  0,  0,  0,  0,  0,  0,  0,  47,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  37,  0,  0,  25,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  31,  0,  0,  27,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  32,  0,  0,  0,  49
2004-05-22,  0,  0,  46,  35,  0,  37,  0,  40,  0,  0,  0,  0,  0,  0,  0,  44,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  36,  0,  0,  26,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  32,  0,  0,  20,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  33,  0,  0,  0,  66
2004-05-29,  0,  0,  52,  0,  0,  38,  0,  44,  0,  0,  0,  0,  0,  0,  0,  39,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  36,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  35,  0,  0,  18,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  35,  0,  0,  0,  46
2004-06-05,  0,  0,  42,  0,  0,  40,  0,  31,  0,  0,  0,  0,  0,  0,  0,  45,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  28,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  24,  0,  0,  18,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  37,  0,  0,  0,  48
2004-06-12,  0,  0,  48,  0,  0,  33,  0,  37,  0,  0,  0,  0,  0,  0,  0,  46,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  34,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  32,  0,  0,  16,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  50
2004-06-19,  0,  0,  41,  0,  0,  0,  0,  34,  0,  0,  0,  0,  0,  0,  0,  41,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  47,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  27,  0,  0,  19,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  52
2004-06-26,  0,  0,  36,  0,  0,  0,  0,  35,  0,  0,  0,  0,  0,  0,  0,  35,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  40,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  25,  0,  0,  18,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  54
2004-07-03,  0,  0,  44,  0,  0,  0,  0,  35,  0,  0,  0,  0,  0,  0,  0,  36,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  27,  0,  0,  16,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  46
2004-07-10,  0,  0,  40,  0,  0,  0,  0,  32,  0,  0,  0,  0,  0,  0,  0,  46,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  36,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  27,  0,  0,  16,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  48
2004-07-17,  0,  0,  34,  0,  0,  0,  0,  23,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  35,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  23,  0,  0,  14,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  48
2004-07-24,  0,  0,  36,  0,  0,  0,  0,  29,  0,  0,  0,  0,  0,  0,  0,  50,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  47,  0,  0,  0,  0,  0,  0,  36,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  24,  0,  0,  9,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  40
2004-07-31,  0,  0,  38,  0,  0,  0,  0,  29,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  0,  0,  0,  0,  36,  0,  0,  31,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  26,  0,  0,  10,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  0,  41
2004-08-07,  0,  0,  38,  0,  0,  0,  0,  26,  0,  0,  0,  0,  0,  0,  0,  44,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  0,  0,  0,  0,  53,  0,  0,  29,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  25,  0,  0,  14,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  31,  0,  0,  0,  46
2004-08-14,  0,  0,  39,  0,  0,  0,  0,  31,  0,  0,  0,  0,  0,  0,  0,  45,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  0,  0,  0,  0,  33,  0,  0,  29,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  25,  0,  0,  12,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  31,  0,  0,  0,  48
2004-08-21,  0,  0,  36,  0,  0,  0,  0,  26,  0,  0,  0,  0,  0,  0,  0,  50,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  0,  0,  0,  0,  45,  0,  0,  29,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  20,  0,  0,  13,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  31,  0,  0,  0,  51
2004-08-28,  0,  0,  39,  0,  0,  0,  0,  27,  0,  0,  0,  0,  0,  0,  0,  41,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  0,  0,  0,  0,  48,  0,  0,  29,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  23,  0,  0,  14,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  30,  0,  0,  0,  53
2004-09-04,  0,  0,  42,  0,  0,  35,  0,  27,  0,  0,  0,  0,  0,  0,  0,  48,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  36,  0,  0,  0,  0,  0,  0,  34,  0,  0,  20,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  27,  0,  0,  21,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  32,  0,  0,  0,  44
2004-09-11,  0,  0,  41,  0,  0,  28,  0,  31,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  33,  0,  0,  0,  0,  0,  0,  49,  0,  0,  20,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  31,  0,  0,  20,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  33,  0,  0,  0,  51
2004-09-18,  0,  0,  46,  0,  0,  28,  0,  37,  0,  0,  0,  0,  0,  0,  0,  47,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  33,  0,  0,  0,  0,  0,  0,  37,  0,  0,  20,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  30,  0,  0,  15,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  31,  0,  0,  0,  53
2004-09-25,  0,  0,  42,  0,  0,  28,  0,  37,  0,  0,  0,  0,  0,  0,  0,  48,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  33,  0,  0,  0,  0,  0,  0,  62,  0,  0,  24,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  36,  0,  0,  19,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  36,  0,  0,  0,  57
2004-10-02,  0,  0,  41,  42,  0,  0,  0,  40,  0,  0,  0,  0,  0,  0,  0,  45,  0,  0,  0,  0,  0,  1,  26,  0,  0,  0,  0,  0,  0,  0,  33,  0,  0,  0,  0,  0,  0,  61,  0,  0,  28,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  37,  0,  0,  21,  0,  26,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  38,  0,  0,  0,  48
2004-10-09,  0,  0,  51,  29,  0,  0,  0,  32,  0,  0,  0,  0,  0,  0,  0,  54,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  33,  0,  0,  0,  0,  0,  0,  44,  0,  0,  32,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  38,  0,  0,  29,  0,  0,  0,  0,  4,  0,  0,  0,  0,  0,  0,  0,  0,  0,  28,  0,  0,  0,  35
2004-10-16,  0,  0,  49,  30,  0,  0,  0,  33,  0,  0,  0,  0,  0,  0,  0,  44,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  56,  0,  0,  24,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  39,  0,  0,  26,  0,  0,  0,  0,  5,  0,  0,  0,  0,  0,  0,  0,  0,  0,  30,  0,  0,  0,  68
2004-10-23,  0,  0,  45,  32,  0,  0,  0,  36,  0,  0,  0,  0,  0,  0,  0,  48,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  53,  0,  0,  33,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  45,  0,  0,  25,  2,  0,  41,  0,  6,  0,  0,  0,  21,  0,  0,  0,  0,  0,  33,  44,  0,  0,  47
2004-10-30,  0,  0,  46,  33,  0,  0,  0,  46,  0,  0,  0,  0,  0,  0,  0,  48,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  59,  0,  0,  30,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  47,  0,  0,  28,  2,  0,  0,  0,  5,  0,  0,  0,  0,  0,  0,  0,  0,  0,  36,  0,  0,  0,  51
2004-11-06,  0,  0,  57,  34,  0,  0,  40,  50,  0,  0,  0,  0,  0,  0,  0,  43,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  56,  0,  0,  40,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  48,  0,  0,  24,  2,  0,  0,  0,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  35,  0,  0,  6,  72
2004-11-13,  0,  0,  53,  49,  0,  0,  0,  44,  0,  0,  0,  0,  0,  0,  0,  43,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  57,  0,  0,  29,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  37,  2,  0,  0,  0,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  33,  0,  0,  0,  41
2004-11-20,  0,  0,  49,  64,  0,  33,  0,  43,  0,  0,  0,  0,  0,  0,  0,  54,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  53,  0,  0,  30,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  43,  0,  0,  35,  2,  0,  0,  0,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  33,  0,  0,  0,  41
2004-11-27,  0,  0,  48,  38,  0,  32,  0,  42,  0,  0,  0,  0,  0,  0,  0,  48,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  45,  0,  0,  48,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  44,  0,  0,  31,  2,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  36,  0,  0,  0,  55
2004-12-04,  0,  0,  57,  56,  0,  27,  0,  50,  0,  0,  0,  0,  0,  0,  0,  47,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  45,  0,  0,  41,  0,  0,  36,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  43,  0,  0,  34,  2,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  40,  0,  0,  0,  36
